"YR.GLASS";"HT";"YR.FIELD";"MIL";"FT";"G418";"G311";"G1217";"G800";"G866";"G795";"G2570";"G260";"G2920";"G832";"G1896";"G2953";"G266";"G847";"G942";"G200";"G257";"G2208";"G1373";"G599";"G261";"G383";"G1853";"G1033";"G1945";"G1338";"G1276";"G1263";"G1789";"G2318";"G1294";"G1800";"YLD";"FUS";"G1750";"G524";"G775";"G2835";"G43"
1.86805012139334;78.6233176953988;2.57287627602316;2.22908040634021;35.5911026748894;0.171815498945403;2.89963380869199;1.88178709900233;-0.945567865827736;2.35150194056408;0.88505672204117;2.14663884879009;0.027353082056265;2.92935417973054;1.46695709486039;0.363734345597063;1.28432388162477;0.156133393029537;-0.668476180075807;0.389348089774221;0.333852439381003;1.11319373025131;0.374817989878826;0.236113017061404;1.20198195496375;1.45979930585596;1.85643979928353;1.53181890771492;0.0626205607968763;1.69091749823455;0.659293734113676;-0.549581899552174;1.58113210577684;-0.673225196004322;1.11740457933297;0.352236798781787;-0.060190044193407;7.59931400597896;3.87198902834149;0.303459789067048;-0.0674998664458384;0.0587922737603594;-0.529235398404077;-0.303247267911371
1.80901855821346;84.224239778306;2.84649228754703;2.43657580677326;30.5317347380311;0.888970561042989;1.33730797668613;1.31338411695849;1.95067352297219;1.6787951241701;-0.506470333349348;2.23932775415671;0.557919955966878;1.44574015141413;0.340366508295138;2.06062099800921;-0.510819462465947;-0.369449339752038;0.495854284122764;-0.974642771794681;0.528619785072941;0.720651422434206;-0.0192208539049225;0.915775280519824;2.59756881670071;2.42409386684818;2.03278173216697;1.38440421997265;-0.253551050758331;1.45345393955769;0.960056296725915;1.75367345374159;2.42456110693718;-0.501457761601508;-0.745555454575179;0.869209976349191;0.401978461308896;8.16124859942164;4.9298774396337;0.450201947170144;-0.869067118516368;0.625771296251637;-0.395956091275711;-0.337884269349234
2.58348668300245;76.0524422278978;3.37131053436742;1.7632078543098;30.2449244031379;2.42246647323389;1.34564858053584;2.32570620014521;1.45238917061576;-0.287140311830282;0.617135812201914;1.97777213987143;0.512037448226916;1.49948843910024;1.92967906014128;-0.852546240770117;1.19131568477641;-0.733146193897944;3.28019175943862;-0.188847099422134;-0.610524219413706;1.20639306116767;0.234899599623589;0.223181746694469;2.0532822116772;1.76268107480337;1.55683952887256;1.32721751473984;0.345395954199171;1.17616409211079;-0.426790154742015;0.611254078124871;2.17351271146221;-0.307444588223119;1.53188525815349;1.46946032080838;0.106708418985963;7.51809969387225;4.39890115107108;-0.316406127213278;0.579588378859383;0.136095024666992;0.301913468523048;-0.0789221604714559
2.1858978336648;72.5310786108076;1.89541296613439;2.10627550482257;30.2682775981815;0.51086951672081;2.17237868906841;0.273801940288715;1.69467845080738;3.09244982169939;1.58629826890636;2.41041245509125;-0.219871312347865;2.22712385403573;0.174400610542299;0.602722095409679;1.20427909463875;0.171365601525744;1.53992529379731;-0.0440585102296444;-0.595033072168669;3.31970688725783;-0.823338958834625;0.747066579839732;0.474902259187197;0.873111029094506;1.7748609368757;1.38496436653066;-0.409577583275935;0.678946143200598;1.34990077061504;0.0821845465988999;2.01736034242033;1.22841400479764;2.00203272330388;-0.0766316627121376;0.550789886048132;6.90485186547505;4.5175121300102;0.00214032908319201;0.689592370146041;0.145531553797552;-0.220862605052772;-0.403353571413092
2.10995687828919;82.0351402020892;2.62609788387233;2.21493725821985;29.9219688373788;0.182657795145227;-0.0399859123172046;0.463094445696196;1.51468268433361;2.65808488442899;0.463595859017855;2.45735976247698;0.184461704007226;1.77029108387295;2.68642664470236;0.875671390610071;0.526944085690814;0.543160159313942;1.13795101719895;-0.692869134388778;0.282743723949507;1.4729936426467;0.17577671990932;1.85024727543744;1.81414180915311;1.13993504441684;2.32028025857527;0.572796265051891;-0.0387077209030655;0.0684553414389912;1.25962241198067;2.84202236513526;1.60516159502787;-0.581922955283655;1.394015922423;-0.444656869374128;-0.0309382496657885;7.31401515362346;4.47065905743899;-0.847278955818099;0.497616674062451;0.176625152225285;0.0689600893263212;0.785426652208805
2.92917994517029;71.7386291734071;2.20420266892426;1.67406723363682;29.2767134339915;1.30139452944226;2.22613980142406;0.182379755723189;-0.659177486606565;1.13477026755353;1.77285600010132;2.16899961520335;-0.00447419131547702;2.47056842624919;0.852337600667999;1.49128327331587;1.4292216396268;0.415103039871035;3.29392367478413;0.159275541825987;0.182473170042082;0.882928517000314;-0.0816455124630565;1.85380141384159;1.70822504275251;1.90942333767108;2.66634198040261;1.63906079578747;1.09655523504901;0.21342264942601;1.38238508266572;1.4208472776845;0.192681310464281;0.218197135980188;-0.14681045824742;0.717833608770195;0.00506445332121349;7.20037370561584;4.06498758033425;0.874948669355083;-0.628831670254926;-0.0635396297790789;0.076547152793109;-0.209356201607856
2.61506077940109;74.5080038384184;1.93316805607772;4.1712895103154;29.7321740645081;-0.103143634922759;1.86400205578838;0.441032117463333;1.29631698959366;0.426131746433503;1.53716617752298;1.24681992067789;-0.198185328645887;1.76945010549606;0.277428710365452;0.181006838183917;1.56017602886908;1.24061218132966;2.91557319593439;0.82016365881882;0.000135694189783431;0.754656909979668;-0.0140193632625945;1.54849271322926;2.27713995394824;0.503625876726735;1.0324031161722;2.40563911738053;-0.251725937182;0.614594479761935;1.51373750654463;1.89357237063999;1.53134182236369;1.44067936216177;1.59768390942076;0.776940844094293;-0.0346316188718906;7.81843585219078;3.7692709059142;0.368392395713544;0.41745645393692;1.25029491574043;-0.261595477484889;0.426810879541482
1.70557297514431;84.8143690377944;2.25059713707941;-0.422369565452504;32.595610521021;1.31719201623802;0.985508584389261;0.360634326504323;1.30181538992879;1.7571352157162;0.335551971862511;1.37923354863157;0.623993091070676;1.45271872655623;-0.518525936043145;1.67269250725295;0.433362984371039;0.446689474029647;-0.178574503601228;0.516453978833979;0.135425069221392;2.86147226393237;-0.122499380637872;0.956170753419574;2.0158988003116;2.10014834493265;2.22191007993511;2.13467591158088;0.956518008280546;1.38284180024867;-2.14571262019246;0.794647207124384;1.18590201225241;0.197619744100276;0.137435229096379;0.177174459938621;0.151189284519822;6.8726825562938;2.84231945788828;0.123806645202905;-0.389342818459703;0.0961913930475956;0.0986049971237662;0.584085542800798
2.28902747026508;83.8919157187076;2.40820827935336;1.73062876591383;30.3671495508702;1.10043374204304;1.40189573789466;0.273067511026057;1.11878290959508;0.27981483049401;-0.680435403176799;1.76800360726597;0.93309285943676;3.25722747679965;0.274000135916845;1.6965329430222;0.539299547118306;0.675078009117559;1.45255887028341;0.160040980540202;1.26924204551207;2.50293662085805;0.198503925978486;1.35726858823685;1.76578615465605;1.79310184717108;1.47403639643062;1.5705914379112;-0.554413891107846;2.03623539581765;0.206115689539116;0.505208956028416;0.665575110438063;-0.0929541131247726;0.147906508687454;-1.68892430829569;0.319640280313838;8.30929213990417;2.70866777071986;-0.661493932006364;1.24420091522174;-0.139418998755715;0.108806890073612;-0.318219123381162
2.56101153321239;76.7138159054899;1.87830249965392;3.73184767887288;31.4365353636192;1.23183204433785;0.401011569080482;0.0554303468932484;2.56096086635264;0.0455415577122309;1.0566575875549;2.43407174895559;-0.0340905594744443;1.41890629195718;1.89212137425697;0.386506718533975;1.49272878837686;0.602052789373611;1.4541119978018;0.245940914646389;1.23318402400486;0.757513991625804;0.00399061090416502;0.394949009453086;1.91522045110192;1.86452526920272;1.72876319721497;2.0006877564054;-0.260727955934269;1.69814351015234;1.57945182434677;2.40346644252606;0.980598699052094;-0.0504723584879367;0.865514625780481;-0.0289865611142617;-0.393384466912208;7.3388890885821;3.29268866168931;-0.927140015356688;-0.59720340726353;-0.599803972241894;0.0054210084716484;1.3721844710259
