"aceB";"asnA";"atpD";"atpG";"b1191";"b1583";"b1963";"cchB";"cspA";"cspG";"dnaG";"dnaJ";"dnaK";"eutG";"fixC";"flgD";"folK";"ftsJ";"gltA";"hupB";"ibpB";"icdA";"lacA";"lacY";"lacZ";"lpdA";"mopB";"nmpC";"nuoM";"pspA";"pspB";"sucA";"sucD";"tnaA";"yaeM";"yceP";"ycgX";"yecO";"yedE";"yfaD";"yfiA";"ygbD";"ygcE";"yhdM";"yheI";"yjbO"
-3.12930441591104;3.09306665424953;-2.95801712863502;-1.87130035351223;1.95472371763634;1.10849563502918;3.78740243180982;1.544804597277;1.29302842716579;1.90774166259492;2.13334722221355;1.47607992972971;2.96072143604236;0.582334733980473;1.11153206336827;-0.746231136963144;2.22469944494974;3.0648746085587;-0.774685514557055;-0.343248548641793;-0.939778103206314;-3.0433188475376;4.20058090186961;3.62740659549314;5.18155916935727;-0.028188872946847;2.16800604063649;0.338379428963211;-0.477296437411789;0.0761760597956577;0.918404186856633;-0.936637095412111;-1.01096239258211;-1.86877996555148;4.57304670113365;0.278222902616501;2.58438727096749;0.996709736439991;-0.167981219394582;0.395188826127638;0.108254328604132;2.75213146144866;3.53270627665678;2.15332882096037;2.83950049064787;1.29584522203583
-3.12533874129656;3.4447920301522;-1.78268329094211;-0.392725760372493;0.684415655223712;-0.0486714939069858;2.57771411979578;1.50834710332744;0.645897456893648;1.14080822578584;0.497917368427107;-0.55886719392208;-0.0765534338159557;-0.365558400798109;-0.29911486572864;-0.476809950487377;1.48081202463851;0.748076508164573;-0.530783596927332;-1.7503349556103;0.163132385877512;-3.30949385589021;0.764793244503295;-0.433283308850909;0.996126164970741;-2.15783870630869;0.064154831790575;-1.53486390896648;-2.1445844457452;1.19747802988457;1.44749766195823;0.926167643709154;1.32319907267522;-1.0219457204537;1.11550347087831;-0.00369285730277079;0.832227651328828;0.35477152181981;-1.82171127899822;0.325542704368937;-0.546909726559196;0.874790415773987;4.02841515232899;-0.624206644405783;0.927897846677839;2.30156309674092
-2.55055993671631;3.9489232192603;-2.81354057947452;-1.47918622324502;2.13152600421875;1.63124635454479;2.31428749355654;5.21636778078391;-2.35196878702185;1.73765768210638;1.29829164874909;-0.220587073399972;1.46683513416709;1.71336290109633;4.45045020251976;-0.266451884463301;1.96910306345963;1.908837920767;-1.40547081144747;-4.38526788305267;0.633190745235283;-2.9283997348762;1.15649253733925;0.205697748981943;1.93184217319736;-1.70562938659706;1.56633620521605;-0.729133315243045;-2.81526413961904;1.81699218400487;2.03472086801971;-0.835521323330418;-1.97944032970743;-2.91861768185237;4.47369500786123;0.600052669776119;0.319165280000291;2.08823903117439;-1.61136463115624;2.13407587205256;-3.50911604436897;4.33891952329632;3.84152429515393;0.727598248164732;1.26884131614146;0.302630703513549
-2.8548041487236;2.41360713342435;-3.12204745336739;-2.7947594213914;2.14630460310862;1.44381186785447;2.81699561177459;2.79494465840652;0.002393044878368;1.46981625624473;1.67315628503688;3.54103130455293;2.71432537854322;1.45907988267644;3.3647082222049;-2.2647326932886;1.72592115974405;3.17513167748434;-1.79885214532373;-0.759760045954104;2.37507657238104;-2.09299263558395;2.35563436683079;1.64584642672786;2.36619877592695;-2.09010753570221;2.84458444217313;-0.582159306157762;-2.57835918189769;1.11001138137766;2.14901556972055;-2.81611044135185;-2.21265724952856;-3.3462627589815;3.31102763842812;0.827705440831992;2.11602378180779;1.27795153650739;-1.4028953107577;1.25624382758006;-0.57289519124255;2.78298035616144;2.39953284793396;3.61258997774036;2.20669884304545;0.979681379693315
-2.76433038226736;2.94905109036998;-2.57804976446217;-1.23754499040217;1.702026317414;-0.266961147154445;3.77657690729935;1.62350853466232;-0.678564418049296;0.44218543957427;3.66771151938015;0.182670020951079;2.65149516626558;1.19200613762584;1.60539630359876;-0.314242358752528;2.69313478382314;1.34931639422272;0.539488796515462;-3.12573189210664;1.68165133809075;-2.10516280380461;-3.39985455472992;-4.02582553261815;-2.67374519799308;0.613163463603623;1.98781617294812;0.828814715117262;-3.97341003016976;0.059227281185097;-0.343071467406583;0.138082340505201;0.0782517925380509;-1.96675912360264;1.54779608097872;0.147987536969849;4.1856973700104;0.355808213678598;0.375334947182272;1.10364173787223;-2.03820979472819;2.88122849036873;3.11679628230049;-1.40841404769545;3.06220962097381;4.50634700442009
-0.863330700473231;0.588285875380811;-0.757659628022511;-3.43712961922182;0.839223451835725;2.17501284107891;1.65257338363407;4.38510967138783;-1.97411430912232;3.39715014695294;-0.601743342138248;0.350602040368848;0.262330569084216;2.04814310973122;2.67202638910501;-1.59469001577414;0.335370945957835;0.0492359063539807;-0.677231666110873;-3.85576550056618;3.60714420847127;-0.969653183940055;0.248946879628019;-0.0306526534214703;-0.51331170816385;-2.64981653385209;-0.461569048330259;-1.688857218655;-3.67381270802159;2.5827375979305;3.28107156549703;-1.06813279999648;-0.743173038415711;-1.6731796552533;4.68608360961531;1.51530393792358;-1.10539277958806;3.57995651755715;-2.28115835103159;1.45179706440287;-3.04933898827657;4.13471135251204;0.441258395320751;1.12144501841297;-0.462743360810199;1.45604252740597
-1.01409093653543;0.471729596474439;-1.24494138706795;-2.57813789168505;1.00382650112219;2.92393514834672;2.87636460192259;0.426451937216686;0.533774247260095;1.14939416671921;1.25105396158805;3.44185245804425;1.00894406664187;3.31528039408952;-0.53040062565364;-2.34863284986371;1.12611316011393;0.394432042437575;-2.99108068571467;-1.1009379701337;4.92536112086457;-0.843507268157139;2.13334123602786;3.0259912678785;2.29907440201144;-0.725151894180107;0.0462482383710359;-1.50818885064239;-0.278928693801336;1.16567301270126;0.499039941314639;-3.37524960024207;-3.6734406192491;-1.03826850256928;2.18424854728632;3.59149883911226;1.84038228854767;1.32803956355914;-0.587276894520419;3.27207993866314;-0.874771631117732;1.44952849244373;0.300413169454817;1.95453812385615;1.07739639194479;-0.358126052090681
-1.93850718310901;1.40416265807809;-1.7889605513334;-1.67835180268194;1.57628166687691;-0.624864830961108;1.79821482056612;0.156086815736918;-0.324301304313878;2.62160726908305;0.724058249308771;1.85427255711629;0.670689437587288;2.06398252293222;1.51144543121896;-1.02788797567836;0.568560378285996;2.21320354180565;-0.990251283713699;-3.42021067229005;3.73143034378484;-1.89484176722965;1.12576352712209;0.976210379349921;0.533530224754599;-2.13097904056412;1.06834957554551;-0.440698439372006;-1.98591559956651;1.22130282411946;1.8438879433024;-2.26899681028477;-0.901258267014257;-2.07295699609197;3.18648813689024;2.03474609542911;0.0959528684932633;2.3772626404675;-1.95252663665406;1.36235529530375;-2.36259331632359;2.63498440325439;1.74549051091017;2.14367519100109;0.486492214536482;1.48195663226548
-3.77752498687753;4.11900051598459;-4.19305827219914;-1.49473944975614;2.0228618537378;2.06509337904505;4.39850456250825;2.26768487490709;2.63233969309071;3.66808207897614;3.15848372962738;-0.105405919747606;3.59144647436616;0.77819696649507;2.16886878366847;-0.867443262247404;3.58125205422128;2.45927300107165;-1.27919809236496;1.83688812416585;-0.126594342212762;-3.26892730683474;3.58907538906442;2.23231753813222;4.95274859190173;-1.56873529331098;2.79176611548249;-0.963555876140314;1.60166784698633;1.55325746449324;1.74952484221189;-1.09909120972119;-1.08455473680576;-2.25766440618788;7.36024377799633;-0.207366872200096;4.43982829103533;3.10348690500012;-1.52746495498435;0.452468428175512;1.73039617402287;2.59784091410814;4.66487726656681;1.66709181149273;3.28942234208883;1.63930695790513
-3.30745846287341;3.52684108189398;-3.18609448694044;-2.95107124838873;1.8823054120822;3.28332968037349;3.62701438513377;0.861213517650041;-0.68993118001802;3.2748954380438;3.55328110927298;1.72461054180987;2.41347884088177;1.74455069289353;-0.319329165846646;-1.41269676385895;2.71847417387048;2.29487765857345;-0.556122110682759;-1.87336254529096;3.22807770323178;-2.92579161429155;0.345217187028992;-0.688713926944362;0.182532305046529;-1.78215402693256;2.22696666979374;-1.84429406369889;-1.4697874470582;2.30565701542778;3.38233459623738;-1.32636825630222;-2.11524063669236;-1.51401455485166;3.9977639108878;2.44734295106165;3.71618613593277;2.59046056758431;-1.79119048122312;1.40789727843352;-1.09407964740032;-0.529394269100602;3.74023853148398;1.19657913917718;2.73780279877095;0.407107452094946
